time,data,src
34594337913.7064,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=20|eta=21,pHelmIvP:349:waypt_survey
34594337914.08886,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=20|eta=20,pHelmIvP:351:waypt_survey
34594337914.65818,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=20|eta=19,pHelmIvP:354:waypt_survey
34594337914.8511,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=19|eta=18,pHelmIvP:355:waypt_survey
34594337915.25565,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=19|eta=17,pHelmIvP:357:waypt_survey
34594337915.60891,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=19|eta=16,pHelmIvP:359:waypt_survey
34594337915.817024,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=18|eta=16,pHelmIvP:360:waypt_survey
34594337916.0216,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=18|eta=15,pHelmIvP:361:waypt_survey
34594337916.78088,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=17|eta=15,pHelmIvP:365:waypt_survey
34594337916.96904,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=17|eta=14,pHelmIvP:366:waypt_survey
34594337917.532585,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=16|eta=14,pHelmIvP:369:waypt_survey
34594337917.94587,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=16|eta=13,pHelmIvP:371:waypt_survey
34594337918.53125,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=15|eta=13,pHelmIvP:374:waypt_survey
34594337918.710495,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=15|eta=12,pHelmIvP:375:waypt_survey
34594337919.30381,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=14|eta=12,pHelmIvP:378:waypt_survey
34594337919.735344,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=14|eta=11,pHelmIvP:380:waypt_survey
34594337920.32708,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=13|eta=10,pHelmIvP:383:waypt_survey
34594337920.72944,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=12|eta=10,pHelmIvP:385:waypt_survey
34594337921.32174,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=12|eta=9,pHelmIvP:388:waypt_survey
34594337921.683105,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=11|eta=9,pHelmIvP:390:waypt_survey
34594337922.2924,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=11|eta=8,pHelmIvP:393:waypt_survey
34594337922.67,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=10|eta=8,pHelmIvP:395:waypt_survey
34594337923.218376,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=9|eta=7,pHelmIvP:398:waypt_survey
34594337924.190155,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=8|eta=6,pHelmIvP:403:waypt_survey
34594337924.83818,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=7|eta=6,pHelmIvP:406:waypt_survey
34594337925.32013,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=7|eta=5,pHelmIvP:408:waypt_survey
34594337925.445244,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=6|eta=5,pHelmIvP:409:waypt_survey
34594337926.45142,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=5|eta=4,pHelmIvP:414:waypt_survey
34594337927.24656,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=4|eta=3,pHelmIvP:418:waypt_survey
34594337928.01838,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=3|eta=3,pHelmIvP:422:waypt_survey
34594337928.19799,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=3|eta=2,pHelmIvP:423:waypt_survey
34594337928.8156,vname=henry|behavior-name=waypt_survey|index=2|hits=2/2|cycles=0|dist=2|eta=2,pHelmIvP:426:waypt_survey
34594337929.19922,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=33|eta=27,pHelmIvP:428:waypt_survey
34594337929.972015,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=33|eta=28,pHelmIvP:432:waypt_survey
34594337930.176155,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=33|eta=30,pHelmIvP:433:waypt_survey
34594337930.58706,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=33|eta=31,pHelmIvP:435:waypt_survey
34594337930.794556,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=32|eta=33,pHelmIvP:436:waypt_survey
34594337931.00135,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=32|eta=35,pHelmIvP:437:waypt_survey
34594337931.17585,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=32|eta=37,pHelmIvP:438:waypt_survey
34594337931.59013,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=32|eta=35,pHelmIvP:440:waypt_survey
34594337931.78644,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=32|eta=34,pHelmIvP:441:waypt_survey
34594337932.20081,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=31|eta=33,pHelmIvP:443:waypt_survey
34594337932.60312,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=31|eta=32,pHelmIvP:445:waypt_survey
34594337933.0114,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=31|eta=31,pHelmIvP:447:waypt_survey
34594337933.37521,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=30|eta=30,pHelmIvP:449:waypt_survey
34594337934.13961,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=30|eta=29,pHelmIvP:453:waypt_survey
34594337934.315834,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=30|eta=28,pHelmIvP:454:waypt_survey
34594337934.51884,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=29|eta=27,pHelmIvP:455:waypt_survey
34594337934.92424,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=29|eta=26,pHelmIvP:457:waypt_survey
34594337935.53756,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=28|eta=25,pHelmIvP:460:waypt_survey
34594337936.14422,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=28|eta=24,pHelmIvP:463:waypt_survey
34594337936.34198,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=27|eta=23,pHelmIvP:464:waypt_survey
34594337936.72266,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=27|eta=22,pHelmIvP:466:waypt_survey
34594337937.31694,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=26|eta=21,pHelmIvP:469:waypt_survey
34594337937.700836,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=26|eta=20,pHelmIvP:471:waypt_survey
34594337937.89523,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=25|eta=20,pHelmIvP:472:waypt_survey
34594337938.093834,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=25|eta=19,pHelmIvP:473:waypt_survey
34594337938.698875,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=24|eta=19,pHelmIvP:476:waypt_survey
34594337939.080956,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=24|eta=18,pHelmIvP:478:waypt_survey
34594337939.45604,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=23|eta=18,pHelmIvP:480:waypt_survey
34594337939.64333,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=23|eta=17,pHelmIvP:481:waypt_survey
34594337940.42617,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=22|eta=17,pHelmIvP:485:waypt_survey
34594337941.01899,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=22|eta=16,pHelmIvP:488:waypt_survey
34594337941.20802,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=21|eta=16,pHelmIvP:489:waypt_survey
34594337941.60912,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=21|eta=15,pHelmIvP:491:waypt_survey
34594337942.00368,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=20|eta=15,pHelmIvP:493:waypt_survey
34594337942.6094,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=19|eta=14,pHelmIvP:496:waypt_survey
34594337943.39046,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=18|eta=14,pHelmIvP:500:waypt_survey
34594337944.176056,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=17|eta=13,pHelmIvP:504:waypt_survey
34594337944.907845,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=16|eta=13,pHelmIvP:508:waypt_survey
34594337945.27472,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=16|eta=12,pHelmIvP:510:waypt_survey
34594337945.67908,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=15|eta=12,pHelmIvP:512:waypt_survey
34594337946.50491,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=14|eta=12,pHelmIvP:516:waypt_survey
34594337946.89728,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=14|eta=11,pHelmIvP:518:waypt_survey
34594337947.292496,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=13|eta=11,pHelmIvP:520:waypt_survey
34594337947.85273,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=13|eta=10,pHelmIvP:523:waypt_survey
34594337948.18638,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=12|eta=10,pHelmIvP:525:waypt_survey
34594337948.7771,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=12|eta=9,pHelmIvP:528:waypt_survey
34594337948.94904,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=11|eta=9,pHelmIvP:529:waypt_survey
34594337949.73996,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=10|eta=8,pHelmIvP:533:waypt_survey
34594337950.48589,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=9|eta=8,pHelmIvP:537:waypt_survey
34594337950.69202,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=9|eta=7,pHelmIvP:538:waypt_survey
34594337951.26873,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=8|eta=7,pHelmIvP:541:waypt_survey
34594337951.86863,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=8|eta=6,pHelmIvP:544:waypt_survey
34594337952.068756,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=7|eta=6,pHelmIvP:545:waypt_survey
34594337952.88868,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=6|eta=5,pHelmIvP:549:waypt_survey
34594337953.841,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=5|eta=4,pHelmIvP:554:waypt_survey
34594337954.66048,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=4|eta=4,pHelmIvP:558:waypt_survey
34594337954.86129,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=4|eta=3,pHelmIvP:559:waypt_survey
34594337955.641495,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=3|eta=3,pHelmIvP:563:waypt_survey
34594337955.84672,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=3|eta=2,pHelmIvP:564:waypt_survey
34594337956.43705,vname=henry|behavior-name=waypt_survey|index=3|hits=3/3|cycles=0|dist=2|eta=2,pHelmIvP:567:waypt_survey
34594337956.79564,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=39|eta=32,pHelmIvP:569:waypt_survey
34594337957.38904,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=39|eta=34,pHelmIvP:572:waypt_survey
34594337957.593254,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=39|eta=37,pHelmIvP:573:waypt_survey
34594337958.006256,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=38|eta=40,pHelmIvP:575:waypt_survey
34594337958.18078,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=38|eta=42,pHelmIvP:576:waypt_survey
34594337958.584076,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=38|eta=45,pHelmIvP:578:waypt_survey
34594337958.92116,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=38|eta=44,pHelmIvP:580:waypt_survey
34594337959.33448,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=38|eta=45,pHelmIvP:582:waypt_survey
34594337959.5402,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=38|eta=44,pHelmIvP:583:waypt_survey
34594337959.72644,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=37|eta=43,pHelmIvP:584:waypt_survey
34594337959.91414,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=37|eta=41,pHelmIvP:585:waypt_survey
34594337960.289444,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=37|eta=40,pHelmIvP:587:waypt_survey
34594337960.67698,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=37|eta=39,pHelmIvP:589:waypt_survey
34594337961.08958,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=36|eta=38,pHelmIvP:591:waypt_survey
34594337961.28405,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=36|eta=37,pHelmIvP:592:waypt_survey
34594337961.696335,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=36|eta=36,pHelmIvP:594:waypt_survey
34594337961.90442,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=36|eta=35,pHelmIvP:595:waypt_survey
34594337962.10968,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=36|eta=34,pHelmIvP:596:waypt_survey
34594337962.31691,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=35|eta=33,pHelmIvP:597:waypt_survey
34594337962.70894,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=35|eta=32,pHelmIvP:599:waypt_survey
34594337962.91483,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=35|eta=31,pHelmIvP:600:waypt_survey
34594337963.11911,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=34|eta=30,pHelmIvP:601:waypt_survey
34594337963.47378,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=34|eta=29,pHelmIvP:603:waypt_survey
34594337963.876274,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=34|eta=28,pHelmIvP:605:waypt_survey
34594337964.08287,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=33|eta=28,pHelmIvP:606:waypt_survey
34594337964.287735,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=33|eta=27,pHelmIvP:607:waypt_survey
34594337964.67138,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=33|eta=26,pHelmIvP:609:waypt_survey
34594337964.85402,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=32|eta=26,pHelmIvP:610:waypt_survey
34594337965.27599,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=32|eta=25,pHelmIvP:612:waypt_survey
34594337965.836655,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=31|eta=24,pHelmIvP:615:waypt_survey
34594337966.25358,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=31|eta=23,pHelmIvP:617:waypt_survey
34594337966.64864,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=30|eta=23,pHelmIvP:619:waypt_survey
34594337967.06036,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=30|eta=22,pHelmIvP:621:waypt_survey
34594337967.46505,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=29|eta=22,pHelmIvP:623:waypt_survey
34594337967.83832,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=29|eta=21,pHelmIvP:625:waypt_survey
34594337968.05415,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=28|eta=21,pHelmIvP:626:waypt_survey
34594337968.83213,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=27|eta=20,pHelmIvP:630:waypt_survey
34594337969.41228,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=26|eta=20,pHelmIvP:633:waypt_survey
34594337969.6119,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=26|eta=19,pHelmIvP:634:waypt_survey
34594337970.23262,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=25|eta=19,pHelmIvP:637:waypt_survey
34594337970.62693,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=25|eta=18,pHelmIvP:639:waypt_survey
34594337971.03732,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=24|eta=18,pHelmIvP:641:waypt_survey
34594337971.83516,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=23|eta=18,pHelmIvP:645:waypt_survey
34594337972.24042,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=23|eta=17,pHelmIvP:647:waypt_survey
34594337972.60534,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=22|eta=17,pHelmIvP:649:waypt_survey
34594337973.37748,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=21|eta=17,pHelmIvP:653:waypt_survey
34594337973.91954,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=21|eta=16,pHelmIvP:656:waypt_survey
34594337974.12695,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=20|eta=16,pHelmIvP:657:waypt_survey
34594337974.91456,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=19|eta=16,pHelmIvP:661:waypt_survey
34594337975.53574,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=19|eta=15,pHelmIvP:664:waypt_survey
34594337975.74164,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=18|eta=15,pHelmIvP:665:waypt_survey
34594337976.45778,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=18|eta=14,pHelmIvP:669:waypt_survey
34594337976.66552,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=17|eta=14,pHelmIvP:670:waypt_survey
34594337977.26072,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=16|eta=13,pHelmIvP:673:waypt_survey
34594337978.40078,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=15|eta=12,pHelmIvP:679:waypt_survey
34594337978.98366,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=14|eta=12,pHelmIvP:682:waypt_survey
34594337979.20567,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=14|eta=11,pHelmIvP:683:waypt_survey
34594337979.769455,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=13|eta=11,pHelmIvP:686:waypt_survey
34594337980.17577,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=13|eta=10,pHelmIvP:688:waypt_survey
34594337980.753334,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=12|eta=10,pHelmIvP:691:waypt_survey
34594337981.3156,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=12|eta=9,pHelmIvP:694:waypt_survey
34594337981.50695,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=11|eta=9,pHelmIvP:695:waypt_survey
34594337982.107956,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=10|eta=8,pHelmIvP:698:waypt_survey
34594337983.29806,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=9|eta=8,pHelmIvP:704:waypt_survey
34594337983.474434,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=9|eta=7,pHelmIvP:705:waypt_survey
34594337983.884056,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=8|eta=7,pHelmIvP:707:waypt_survey
34594337984.49466,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=8|eta=6,pHelmIvP:710:waypt_survey
34594337984.8855,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=7|eta=6,pHelmIvP:712:waypt_survey
34594337985.468834,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=6|eta=5,pHelmIvP:715:waypt_survey
34594337986.49413,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=5|eta=4,pHelmIvP:720:waypt_survey
34594337987.09888,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=4|eta=4,pHelmIvP:723:waypt_survey
34594337987.29147,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=4|eta=3,pHelmIvP:724:waypt_survey
34594337988.03138,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=3|eta=3,pHelmIvP:728:waypt_survey
34594337988.435074,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=3|eta=2,pHelmIvP:730:waypt_survey
34594337988.8509,vname=henry|behavior-name=waypt_survey|index=4|hits=4/4|cycles=0|dist=2|eta=2,pHelmIvP:732:waypt_survey
34594337989.03056,behavior-name=waypt_survey|cycled,pHelmIvP:733:waypt_survey
34594337989.03093,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=37|eta=30,pHelmIvP:733:waypt_survey
34594337989.39676,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=37|eta=31,pHelmIvP:735:waypt_survey
34594337989.5896,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=37|eta=33,pHelmIvP:736:waypt_survey
34594337989.78412,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=37|eta=35,pHelmIvP:737:waypt_survey
34594337989.78412,vname=henry|behavior-name=waypt_survey|index=0|hits=5/5|cycles=1|dist=37|eta=35,pHelmIvP:737:waypt_survey
