time,data,src
34594338062.50573,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=32|eta=35,pHelmIvP:1105:waypt_survey
34594338062.92212,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=32|eta=34,pHelmIvP:1107:waypt_survey
34594338063.32628,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=32|eta=33,pHelmIvP:1109:waypt_survey
34594338063.51226,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=31|eta=33,pHelmIvP:1110:waypt_survey
34594338063.71692,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=31|eta=32,pHelmIvP:1111:waypt_survey
34594338064.30884,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=31|eta=30,pHelmIvP:1114:waypt_survey
34594338064.67164,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=31|eta=31,pHelmIvP:1116:waypt_survey
34594338064.87743,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=30|eta=30,pHelmIvP:1117:waypt_survey
34594338065.28365,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=30|eta=29,pHelmIvP:1119:waypt_survey
34594338065.49048,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=30|eta=28,pHelmIvP:1120:waypt_survey
34594338065.70039,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=29|eta=27,pHelmIvP:1121:waypt_survey
34594338066.1122,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=29|eta=26,pHelmIvP:1123:waypt_survey
34594338066.32,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=29|eta=25,pHelmIvP:1124:waypt_survey
34594338066.71835,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=28|eta=25,pHelmIvP:1126:waypt_survey
34594338066.92632,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=28|eta=24,pHelmIvP:1127:waypt_survey
34594338067.126915,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=28|eta=23,pHelmIvP:1128:waypt_survey
34594338067.7123,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=27|eta=23,pHelmIvP:1131:waypt_survey
34594338067.9021,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=27|eta=22,pHelmIvP:1132:waypt_survey
34594338068.4193,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=26|eta=21,pHelmIvP:1135:waypt_survey
34594338069.23102,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=26|eta=20,pHelmIvP:1139:waypt_survey
34594338069.41391,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=25|eta=20,pHelmIvP:1140:waypt_survey
34594338070.00631,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=25|eta=19,pHelmIvP:1143:waypt_survey
34594338070.20047,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=24|eta=19,pHelmIvP:1144:waypt_survey
34594338070.60542,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=24|eta=18,pHelmIvP:1146:waypt_survey
34594338070.77612,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=23|eta=18,pHelmIvP:1147:waypt_survey
34594338071.187256,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=23|eta=17,pHelmIvP:1149:waypt_survey
34594338071.59451,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=22|eta=17,pHelmIvP:1151:waypt_survey
34594338071.98144,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=22|eta=16,pHelmIvP:1153:waypt_survey
34594338072.1861,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=21|eta=16,pHelmIvP:1154:waypt_survey
34594338073.0155,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=20|eta=15,pHelmIvP:1158:waypt_survey
34594338073.77565,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=19|eta=15,pHelmIvP:1162:waypt_survey
34594338074.37489,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=18|eta=14,pHelmIvP:1165:waypt_survey
34594338075.154335,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=18|eta=13,pHelmIvP:1169:waypt_survey
34594338075.3593,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=17|eta=13,pHelmIvP:1170:waypt_survey
34594338076.146576,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=16|eta=13,pHelmIvP:1174:waypt_survey
34594338076.68599,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=16|eta=12,pHelmIvP:1177:waypt_survey
34594338077.10244,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=15|eta=12,pHelmIvP:1179:waypt_survey
34594338077.72601,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=14|eta=12,pHelmIvP:1182:waypt_survey
34594338077.91264,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=14|eta=11,pHelmIvP:1183:waypt_survey
34594338078.4954,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=13|eta=11,pHelmIvP:1186:waypt_survey
34594338079.27884,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=12|eta=10,pHelmIvP:1190:waypt_survey
34594338080.09164,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=12|eta=9,pHelmIvP:1194:waypt_survey
34594338080.29739,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=11|eta=9,pHelmIvP:1195:waypt_survey
34594338080.89521,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=10|eta=8,pHelmIvP:1198:waypt_survey
34594338081.67234,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=9|eta=8,pHelmIvP:1202:waypt_survey
34594338081.84376,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=9|eta=7,pHelmIvP:1203:waypt_survey
34594338082.79044,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=8|eta=7,pHelmIvP:1208:waypt_survey
34594338082.985825,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=8|eta=6,pHelmIvP:1209:waypt_survey
34594338083.5523,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=7|eta=6,pHelmIvP:1212:waypt_survey
34594338084.1373,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=6|eta=5,pHelmIvP:1215:waypt_survey
34594338085.09351,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=5|eta=4,pHelmIvP:1220:waypt_survey
34594338085.90815,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=4|eta=4,pHelmIvP:1224:waypt_survey
34594338086.09568,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=4|eta=3,pHelmIvP:1225:waypt_survey
34594338086.65812,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=3|eta=3,pHelmIvP:1228:waypt_survey
34594338087.07013,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=3|eta=2,pHelmIvP:1230:waypt_survey
34594338087.68734,vname=henry|behavior-name=waypt_survey|index=3|hits=8/8|cycles=1|dist=2|eta=2,pHelmIvP:1233:waypt_survey
34594338087.8774,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=39|eta=32,pHelmIvP:1234:waypt_survey
34594338088.45852,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=39|eta=33,pHelmIvP:1237:waypt_survey
34594338088.65684,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=39|eta=35,pHelmIvP:1238:waypt_survey
34594338088.83828,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=39|eta=36,pHelmIvP:1239:waypt_survey
34594338089.04171,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=39|eta=39,pHelmIvP:1240:waypt_survey
34594338089.44387,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=38|eta=44,pHelmIvP:1242:waypt_survey
34594338089.81248,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=38|eta=45,pHelmIvP:1244:waypt_survey
34594338090.58297,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=38|eta=43,pHelmIvP:1248:waypt_survey
34594338090.91732,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=38|eta=42,pHelmIvP:1250:waypt_survey
34594338091.099785,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=37|eta=42,pHelmIvP:1251:waypt_survey
34594338091.30906,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=37|eta=40,pHelmIvP:1252:waypt_survey
34594338091.51014,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=37|eta=39,pHelmIvP:1253:waypt_survey
34594338091.8578,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=37|eta=38,pHelmIvP:1255:waypt_survey
34594338092.06576,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=37|eta=37,pHelmIvP:1256:waypt_survey
34594338092.27124,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=36|eta=37,pHelmIvP:1257:waypt_survey
34594338092.90379,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=36|eta=36,pHelmIvP:1260:waypt_survey
34594338093.10202,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=36|eta=35,pHelmIvP:1261:waypt_survey
34594338093.29274,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=35|eta=33,pHelmIvP:1262:waypt_survey
34594338093.70784,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=35|eta=32,pHelmIvP:1264:waypt_survey
34594338094.121765,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=35|eta=31,pHelmIvP:1266:waypt_survey
34594338094.51978,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=34|eta=30,pHelmIvP:1268:waypt_survey
34594338094.87439,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=34|eta=29,pHelmIvP:1270:waypt_survey
34594338095.080765,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=33|eta=28,pHelmIvP:1271:waypt_survey
34594338095.259636,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=33|eta=27,pHelmIvP:1272:waypt_survey
34594338096.02878,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=32|eta=26,pHelmIvP:1276:waypt_survey
34594338096.41779,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=32|eta=25,pHelmIvP:1278:waypt_survey
34594338096.997116,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=31|eta=24,pHelmIvP:1281:waypt_survey
34594338097.58207,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=30|eta=23,pHelmIvP:1284:waypt_survey
34594338098.36532,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=29|eta=22,pHelmIvP:1288:waypt_survey
34594338098.982155,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=29|eta=21,pHelmIvP:1291:waypt_survey
34594338099.38707,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=28|eta=21,pHelmIvP:1293:waypt_survey
34594338099.98901,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=27|eta=20,pHelmIvP:1296:waypt_survey
34594338100.79863,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=26|eta=19,pHelmIvP:1300:waypt_survey
34594338101.57506,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=25|eta=19,pHelmIvP:1304:waypt_survey
34594338101.99004,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=25|eta=18,pHelmIvP:1306:waypt_survey
34594338102.38022,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=24|eta=18,pHelmIvP:1308:waypt_survey
34594338102.96712,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=23|eta=18,pHelmIvP:1311:waypt_survey
34594338103.52845,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=23|eta=17,pHelmIvP:1314:waypt_survey
34594338103.73614,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=22|eta=17,pHelmIvP:1315:waypt_survey
34594338104.33414,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=21|eta=17,pHelmIvP:1318:waypt_survey
34594338104.91942,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=21|eta=16,pHelmIvP:1321:waypt_survey
34594338105.306656,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=20|eta=16,pHelmIvP:1323:waypt_survey
34594338106.06931,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=19|eta=16,pHelmIvP:1327:waypt_survey
34594338106.66086,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=19|eta=15,pHelmIvP:1330:waypt_survey
34594338106.85051,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=18|eta=15,pHelmIvP:1331:waypt_survey
34594338107.640396,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=18|eta=14,pHelmIvP:1335:waypt_survey
34594338107.8378,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=17|eta=14,pHelmIvP:1336:waypt_survey
34594338108.37133,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=17|eta=13,pHelmIvP:1339:waypt_survey
34594338108.5438,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=16|eta=13,pHelmIvP:1340:waypt_survey
34594338109.2933,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=15|eta=13,pHelmIvP:1344:waypt_survey
34594338109.49876,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=15|eta=12,pHelmIvP:1345:waypt_survey
34594338110.26978,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=14|eta=12,pHelmIvP:1349:waypt_survey
34594338110.475555,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=14|eta=11,pHelmIvP:1350:waypt_survey
34594338111.03306,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=13|eta=11,pHelmIvP:1353:waypt_survey
34594338111.43464,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=13|eta=10,pHelmIvP:1355:waypt_survey
34594338111.8108,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=12|eta=10,pHelmIvP:1357:waypt_survey
34594338112.756714,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=11|eta=9,pHelmIvP:1362:waypt_survey
34594338113.59409,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=10|eta=9,pHelmIvP:1366:waypt_survey
34594338113.81026,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=10|eta=8,pHelmIvP:1367:waypt_survey
34594338114.392334,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=9|eta=8,pHelmIvP:1370:waypt_survey
34594338114.60276,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=9|eta=7,pHelmIvP:1371:waypt_survey
34594338115.160614,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=8|eta=7,pHelmIvP:1374:waypt_survey
34594338115.52879,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=8|eta=6,pHelmIvP:1376:waypt_survey
34594338115.73489,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=7|eta=6,pHelmIvP:1377:waypt_survey
34594338116.510704,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=7|eta=5,pHelmIvP:1381:waypt_survey
34594338116.7157,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=6|eta=5,pHelmIvP:1382:waypt_survey
34594338117.77079,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=5|eta=4,pHelmIvP:1387:waypt_survey
34594338118.54427,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=4|eta=4,pHelmIvP:1391:waypt_survey
34594338118.732834,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=4|eta=3,pHelmIvP:1392:waypt_survey
34594338119.129654,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=3|eta=3,pHelmIvP:1394:waypt_survey
34594338119.55309,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=3|eta=2,pHelmIvP:1396:waypt_survey
34594338120.23042,vname=henry|behavior-name=waypt_survey|index=4|hits=9/9|cycles=1|dist=2|eta=2,pHelmIvP:1399:waypt_survey
34594338120.64622,behavior-name=waypt_survey|cycled,pHelmIvP:1401:waypt_survey
34594338120.6464,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=37|eta=31,pHelmIvP:1401:waypt_survey
34594338121.2298,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=37|eta=32,pHelmIvP:1404:waypt_survey
34594338121.43491,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=37|eta=33,pHelmIvP:1405:waypt_survey
34594338121.82464,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=37|eta=35,pHelmIvP:1407:waypt_survey
34594338122.03264,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=37|eta=38,pHelmIvP:1408:waypt_survey
34594338122.238174,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=37|eta=40,pHelmIvP:1409:waypt_survey
34594338122.44176,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=37|eta=43,pHelmIvP:1410:waypt_survey
34594338122.64959,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=37|eta=46,pHelmIvP:1411:waypt_survey
34594338122.85566,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=37|eta=49,pHelmIvP:1412:waypt_survey
34594338123.5919,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=36|eta=51,pHelmIvP:1416:waypt_survey
34594338123.79986,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=36|eta=50,pHelmIvP:1417:waypt_survey
34594338124.59382,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=36|eta=48,pHelmIvP:1421:waypt_survey
34594338124.98292,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=36|eta=47,pHelmIvP:1423:waypt_survey
34594338125.180176,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=36|eta=45,pHelmIvP:1424:waypt_survey
34594338125.37355,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=36|eta=43,pHelmIvP:1425:waypt_survey
34594338125.74371,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=35|eta=42,pHelmIvP:1427:waypt_survey
34594338125.93459,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=35|eta=40,pHelmIvP:1428:waypt_survey
34594338126.3107,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=35|eta=39,pHelmIvP:1430:waypt_survey
34594338126.51374,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=35|eta=38,pHelmIvP:1431:waypt_survey
34594338126.68226,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=35|eta=37,pHelmIvP:1432:waypt_survey
34594338126.85756,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=34|eta=36,pHelmIvP:1433:waypt_survey
34594338127.06284,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=34|eta=35,pHelmIvP:1434:waypt_survey
34594338127.47379,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=34|eta=34,pHelmIvP:1436:waypt_survey
34594338127.67898,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=34|eta=33,pHelmIvP:1437:waypt_survey
34594338127.8793,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=34|eta=32,pHelmIvP:1438:waypt_survey
34594338128.0841,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=33|eta=31,pHelmIvP:1439:waypt_survey
34594338128.49276,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=33|eta=30,pHelmIvP:1441:waypt_survey
34594338128.699814,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=33|eta=28,pHelmIvP:1442:waypt_survey
34594338128.91006,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=32|eta=27,pHelmIvP:1443:waypt_survey
34594338129.51912,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=32|eta=26,pHelmIvP:1446:waypt_survey
34594338129.71949,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=31|eta=25,pHelmIvP:1447:waypt_survey
34594338129.9021,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=31|eta=24,pHelmIvP:1448:waypt_survey
34594338130.48118,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=30|eta=23,pHelmIvP:1451:waypt_survey
34594338130.86014,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=30|eta=22,pHelmIvP:1453:waypt_survey
34594338131.06802,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=29|eta=21,pHelmIvP:1454:waypt_survey
34594338131.66526,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=29|eta=20,pHelmIvP:1457:waypt_survey
34594338131.86236,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=28|eta=20,pHelmIvP:1458:waypt_survey
34594338132.03692,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=28|eta=19,pHelmIvP:1459:waypt_survey
34594338132.79221,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=27|eta=19,pHelmIvP:1463:waypt_survey
34594338133.16106,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=27|eta=18,pHelmIvP:1465:waypt_survey
34594338133.516556,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=26|eta=18,pHelmIvP:1467:waypt_survey
34594338134.1036,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=25|eta=17,pHelmIvP:1470:waypt_survey
34594338134.89378,vname=henry|behavior-name=waypt_survey|index=0|hits=10/10|cycles=2|dist=24|eta=17,pHelmIvP:1474:waypt_survey
